route,lang,pair,indexable,canonical,hreflang,sitemap,titleLen,descLen,h1,words,ldTypes,inbound,outbound,brokenLinks,images,imagesWithAlt,lastUpdate
https://www.no-ai-act.eu/en/ai-act-risk-categories/,en,https://www.no-ai-act.eu/categorie-rischio-ai-act/,yes,self,it/en/x,sitemap-en,55,149,1,1021,BreadcrumbList+Organization,36,47,0,0,0,2026-09-19
https://www.no-ai-act.eu/pratiche-vietate-ai-act/,it,https://www.no-ai-act.eu/en/prohibited-ai-practices/,yes,self,it/en/x,sitemap-it,56,150,1,1016,BreadcrumbList+Organization,29,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/prohibited-ai-practices/,en,https://www.no-ai-act.eu/pratiche-vietate-ai-act/,yes,self,it/en/x,sitemap-en,54,148,1,981,BreadcrumbList+Organization,33,43,0,0,0,2026-09-19
https://www.no-ai-act.eu/sistemi-ai-ad-alto-rischio/,it,https://www.no-ai-act.eu/en/high-risk-ai-systems/,yes,self,it/en/x,sitemap-it,56,152,1,982,BreadcrumbList+Organization,31,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/high-risk-ai-systems/,en,https://www.no-ai-act.eu/sistemi-ai-ad-alto-rischio/,yes,self,it/en/x,sitemap-en,55,133,1,971,BreadcrumbList+Organization,35,43,0,0,0,2026-09-19
https://www.no-ai-act.eu/obblighi-trasparenza-ai-act/,it,https://www.no-ai-act.eu/en/transparency-obligations/,yes,self,it/en/x,sitemap-it,54,153,1,959,BreadcrumbList+Organization,28,41,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/transparency-obligations/,en,https://www.no-ai-act.eu/obblighi-trasparenza-ai-act/,yes,self,it/en/x,sitemap-en,55,143,1,932,BreadcrumbList+Organization,32,46,0,0,0,2026-09-19
https://www.no-ai-act.eu/ai-generativa-e-gpai/,it,https://www.no-ai-act.eu/en/general-purpose-ai/,yes,self,it/en/x,sitemap-it,54,158,1,808,BreadcrumbList+Organization,27,37,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/general-purpose-ai/,en,https://www.no-ai-act.eu/ai-generativa-e-gpai/,yes,self,it/en/x,sitemap-en,57,145,1,761,BreadcrumbList+Organization,31,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/provider-deployer-ai-act/,it,https://www.no-ai-act.eu/en/provider-deployer-ai-act/,yes,self,it/en/x,sitemap-it,54,144,1,1021,BreadcrumbList+Organization,32,34,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/provider-deployer-ai-act/,en,https://www.no-ai-act.eu/provider-deployer-ai-act/,yes,self,it/en/x,sitemap-en,58,134,1,1022,BreadcrumbList+Organization,36,34,0,0,0,2026-09-19
https://www.no-ai-act.eu/ai-act-pubblica-amministrazione/,it,https://www.no-ai-act.eu/en/ai-act-public-administration/,yes,self,it/en/x,sitemap-it,60,137,1,1087,BreadcrumbList+Organization,35,35,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/ai-act-public-administration/,en,https://www.no-ai-act.eu/ai-act-pubblica-amministrazione/,yes,self,it/en/x,sitemap-en,54,158,1,1030,BreadcrumbList+Organization,39,35,0,0,0,2026-09-19
https://www.no-ai-act.eu/ai-act-per-le-aziende/,it,https://www.no-ai-act.eu/en/ai-act-for-business/,yes,self,it/en/x,sitemap-it,49,153,1,1500,BreadcrumbList+Organization,32,51,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/ai-act-for-business/,en,https://www.no-ai-act.eu/ai-act-per-le-aziende/,yes,self,it/en/x,sitemap-en,53,152,1,1525,BreadcrumbList+Organization,36,51,0,0,0,2026-09-19
https://www.no-ai-act.eu/sanzioni-ai-act/,it,https://www.no-ai-act.eu/en/ai-act-penalties/,yes,self,it/en/x,sitemap-it,49,141,1,1262,BreadcrumbList+Organization,32,43,0,0,0,n/a
https://www.no-ai-act.eu/en/ai-act-penalties/,en,https://www.no-ai-act.eu/sanzioni-ai-act/,yes,self,it/en/x,sitemap-en,52,138,1,1202,BreadcrumbList+Organization,36,43,0,0,0,n/a
https://www.no-ai-act.eu/ai-act-e-gdpr/,it,https://www.no-ai-act.eu/en/ai-act-and-gdpr/,yes,self,it/en/x,sitemap-it,52,145,1,1151,BreadcrumbList+Organization,32,43,0,0,0,n/a
https://www.no-ai-act.eu/en/ai-act-and-gdpr/,en,https://www.no-ai-act.eu/ai-act-e-gdpr/,yes,self,it/en/x,sitemap-en,57,146,1,1164,BreadcrumbList+Organization,36,43,0,0,0,n/a
https://www.no-ai-act.eu/fria-ai-act-valutazione-diritti-fondamentali/,it,https://www.no-ai-act.eu/en/fria-ai-act-fundamental-rights-impact-assessment/,yes,self,it/en/x,sitemap-it,54,144,1,925,BreadcrumbList+Organization,32,33,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/fria-ai-act-fundamental-rights-impact-assessment/,en,https://www.no-ai-act.eu/fria-ai-act-valutazione-diritti-fondamentali/,yes,self,it/en/x,sitemap-en,49,144,1,902,BreadcrumbList+Organization,36,33,0,0,0,2026-09-19
https://www.no-ai-act.eu/apprendimento-privacy-consapevole/,it,https://www.no-ai-act.eu/en/privacy-conscious-learning/,yes,self,it/en/x,sitemap-it,62,143,1,579,BreadcrumbList+Organization,4,36,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/privacy-conscious-learning/,en,https://www.no-ai-act.eu/apprendimento-privacy-consapevole/,yes,self,it/en/x,sitemap-en,53,133,1,568,BreadcrumbList+Organization,4,39,0,0,0,2026-09-19
https://www.no-ai-act.eu/serious-game-regolazione-ai/,it,https://www.no-ai-act.eu/en/serious-games-for-ai-regulation/,yes,self,it/en/x,sitemap-it,63,148,1,534,BreadcrumbList+Organization,32,36,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/serious-games-for-ai-regulation/,en,https://www.no-ai-act.eu/serious-game-regolazione-ai/,yes,self,it/en/x,sitemap-en,53,161,1,499,BreadcrumbList+Organization,30,39,0,0,0,2026-09-19
https://www.no-ai-act.eu/attivita-didattiche/,it,https://www.no-ai-act.eu/en/classroom-activities/,yes,self,it/en/x,sitemap-it,61,149,1,1141,BreadcrumbList+LearningResource+Organization,32,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/classroom-activities/,en,https://www.no-ai-act.eu/attivita-didattiche/,yes,self,it/en/x,sitemap-en,56,148,1,1089,BreadcrumbList+LearningResource+Organization,36,43,0,0,0,2026-09-19
https://www.no-ai-act.eu/lezione-introduzione-ai-act/,it,https://www.no-ai-act.eu/en/lesson-plan-introduction-to-the-ai-act/,yes,self,it/en/x,sitemap-it,57,141,1,512,BreadcrumbList+LearningResource+Organization,32,38,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/lesson-plan-introduction-to-the-ai-act/,en,https://www.no-ai-act.eu/lezione-introduzione-ai-act/,yes,self,it/en/x,sitemap-en,62,144,1,516,BreadcrumbList+LearningResource+Organization,36,41,0,0,0,2026-09-19
https://www.no-ai-act.eu/glossario/,it,https://www.no-ai-act.eu/en/glossary/,yes,self,it/en/x,sitemap-it,57,145,1,917,BreadcrumbList+DefinedTermSet+Organization,32,35,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/glossary/,en,https://www.no-ai-act.eu/glossario/,yes,self,it/en/x,sitemap-en,56,163,1,874,BreadcrumbList+DefinedTermSet+Organization,36,38,0,0,0,2026-09-19
https://www.no-ai-act.eu/come-citare/,it,https://www.no-ai-act.eu/en/how-to-cite/,yes,self,it/en/x,sitemap-it,56,151,1,606,BreadcrumbList+Organization,5,36,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/how-to-cite/,en,https://www.no-ai-act.eu/come-citare/,yes,self,it/en/x,sitemap-en,56,152,1,615,BreadcrumbList+Organization,5,39,0,0,0,2026-09-19
https://www.no-ai-act.eu/ricerca-e-metodologia/,it,https://www.no-ai-act.eu/en/research-and-methodology/,yes,self,it/en/x,sitemap-it,48,147,1,1074,BreadcrumbList+Organization,7,43,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/research-and-methodology/,en,https://www.no-ai-act.eu/ricerca-e-metodologia/,yes,self,it/en/x,sitemap-en,64,155,1,1059,BreadcrumbList+Organization,7,46,0,0,0,2026-09-19
https://www.no-ai-act.eu/press-kit/,it,https://www.no-ai-act.eu/en/press-kit/,yes,self,it/en/x,sitemap-it,55,148,1,1131,BreadcrumbList+Organization,5,36,0,10,10,2026-09-19
https://www.no-ai-act.eu/en/press-kit/,en,https://www.no-ai-act.eu/press-kit/,yes,self,it/en/x,sitemap-en,65,146,1,1113,BreadcrumbList+Organization,5,39,0,10,10,2026-09-19
https://www.no-ai-act.eu/tempi-applicazione-ai-act/,it,https://www.no-ai-act.eu/en/ai-act-application-timeline/,yes,self,it/en/x,sitemap-it,54,151,1,789,BreadcrumbList+Organization,32,43,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/ai-act-application-timeline/,en,https://www.no-ai-act.eu/tempi-applicazione-ai-act/,yes,self,it/en/x,sitemap-en,50,146,1,749,BreadcrumbList+Organization,36,46,0,0,0,2026-09-19
https://www.no-ai-act.eu/deepfake-e-trasparenza/,it,https://www.no-ai-act.eu/en/deepfakes-and-transparency/,yes,self,it/en/x,sitemap-it,53,147,1,698,BreadcrumbList+Organization,32,37,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/deepfakes-and-transparency/,en,https://www.no-ai-act.eu/deepfake-e-trasparenza/,yes,self,it/en/x,sitemap-en,52,158,1,679,BreadcrumbList+Organization,36,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/ai-nel-lavoro-e-selezione/,it,https://www.no-ai-act.eu/en/ai-in-recruitment-and-employment/,yes,self,it/en/x,sitemap-it,54,154,1,754,BreadcrumbList+Organization,32,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/ai-in-recruitment-and-employment/,en,https://www.no-ai-act.eu/ai-nel-lavoro-e-selezione/,yes,self,it/en/x,sitemap-en,59,143,1,733,BreadcrumbList+Organization,36,43,0,0,0,2026-09-19
https://www.no-ai-act.eu/laboratorio-ai-act-in-classe/,it,https://www.no-ai-act.eu/en/ai-act-classroom-lab/,yes,self,it/en/x,sitemap-it,57,149,1,696,BreadcrumbList+Organization,6,46,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/ai-act-classroom-lab/,en,https://www.no-ai-act.eu/laboratorio-ai-act-in-classe/,yes,self,it/en/x,sitemap-en,61,148,1,694,BreadcrumbList+Organization,6,51,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/digital-citizenship-ai-regulation/,en,(en-only),yes,self,it/en/x,sitemap-en,54,160,1,472,BreadcrumbList+Organization,35,38,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/lesson-plan-risk-based-approach/,en,(en-only),yes,self,it/en/x,sitemap-en,59,145,1,473,BreadcrumbList+LearningResource+Organization,29,40,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/lesson-plan-transparency-and-users/,en,(en-only),yes,self,it/en/x,sitemap-en,52,159,1,449,BreadcrumbList+LearningResource+Organization,29,38,0,0,0,2026-09-19
https://www.no-ai-act.eu/en/faq/,en,(en-only),yes,self,it/en/x,sitemap-en,49,158,1,587,BreadcrumbList+FAQPage+Organization,36,37,0,0,0,2026-09-19
